Day_Count,Day,StoreID,ProductName,Product_Calorie,Promo_applied,specials,mods,Amt,weather,Inflation_Percentage,Unemployment_Percentage
340,Friday,S001,Chk Burger,700,,No,No,19720.0,very hot,1.7,2.2
341,Saturday,S001,Chk Burger,700,,No,No,20400.0,hot,1.7,2.2
342,Sunday,S001,Chk Burger,700,,No,No,20060.0,hot,1.7,2.2
343,Monday,S001,Chk Burger,700,,No,No,13770.0,very hot,1.7,2.2
344,Tuesday,S001,Chk Burger,700,,No,No,14960.0,hot,1.7,2.2
345,Wednesday,S001,Chk Burger,700,,No,No,16320.0,cold,1.7,2.2
346,Thursday,S001,Chk Burger,700,,No,No,15980.0,hot,1.7,2.2
347,Friday,S001,Chk Burger,700,,No,No,20400.0,humid,1.7,2.2
348,Saturday,S001,Chk Burger,700,,No,No,18700.0,rainy,1.7,2.2
349,Sunday,S001,Chk Burger,700,,No,No,21250.0,cold,1.7,2.2
350,Monday,S001,Chk Burger,700,,No,No,14110.0,hot,1.7,2.2
351,Tuesday,S001,Chk Burger,700,,No,No,14450.0,hot,1.7,2.2
352,Wednesday,S001,Chk Burger,700,,No,No,14790.0,very hot,1.7,2.2
353,Thursday,S001,Chk Burger,700,,No,No,15810.0,hot,1.7,2.2
354,Friday,S001,Chk Burger,700,,No,No,19550.0,very hot,1.7,2.2
355,Saturday,S001,Chk Burger,700,,No,No,20400.0,hot,1.7,2.2
356,Sunday,S001,Chk Burger,700,,No,No,20910.0,cold,1.7,2.2
357,Monday,S001,Chk Burger,700,,No,No,14620.0,humid,1.7,2.2
358,Tuesday,S001,Chk Burger,700,,No,No,14620.0,humid,1.7,2.2
359,Wednesday,S001,Chk Burger,700,,No,No,15980.0,cold,1.7,2.2
360,Thursday,S001,Chk Burger,700,,No,No,15980.0,hot,1.7,2.2
361,Friday,S001,Chk Burger,700,,No,No,19550.0,very hot,1.7,2.2
362,Saturday,S001,Chk Burger,700,,No,No,19210.0,very hot,1.7,2.2
363,Sunday,S001,Chk Burger,700,,No,No,18870.0,very hot,1.7,2.2
364,Monday,S001,Chk Burger,700,,No,No,14620.0,humid,1.7,2.2
365,Tuesday,S001,Chk Burger,700,,No,No,19720.0,hot,1.7,2.2
366,Wednesday,S001,Chk Burger,700,,No,No,19550.0,humid,1.7,2.2
367,Thursday,S001,Chk Burger,700,,No,No,13940.0,rainy,1.7,2.2
368,Friday,S001,Chk Burger,700,,No,No,21760.0,hot,1.7,2.2
369,Saturday,S001,Chk Burger,700,,No,No,22100.0,cold,1.7,2.2
370,Sunday,S001,Chk Burger,700,1,No,No,21573.0,cold,1.7,2.2
371,Monday,S001,Chk Burger,700,1,No,No,14076.0,very hot,1.7,2.2
372,Tuesday,S001,Chk Burger,700,1,No,No,15606.0,cold,1.7,2.2
373,Wednesday,S001,Chk Burger,700,1,No,No,16677.0,hot,1.7,2.2
374,Thursday,S001,Chk Burger,700,1,No,No,15912.0,very hot,1.7,2.2
375,Friday,S001,Chk Burger,700,1,No,No,20349.0,very hot,1.7,2.2
376,Saturday,S001,Chk Burger,700,1,No,No,20808.0,hot,1.7,2.2
377,Sunday,S001,Chk Burger,700,1,No,No,20502.0,hot,1.7,2.2
378,Monday,S001,Chk Burger,700,1,No,No,16371.0,cold,1.7,2.2
379,Tuesday,S001,Chk Burger,700,1,No,No,15300.0,very hot,1.7,2.2
380,Wednesday,S001,Chk Burger,700,1,No,No,17289.0,cold,1.7,2.2
381,Thursday,S001,Chk Burger,700,1,No,No,15453.0,very hot,3.2,1.7
382,Friday,S001,Chk Burger,700,1,No,No,19737.0,very hot,3.2,1.7
383,Saturday,S001,Chk Burger,700,1,No,No,20196.0,very hot,3.2,1.7
384,Sunday,S001,Chk Burger,700,1,No,No,20196.0,very hot,3.2,1.7
385,Monday,S001,Chk Burger,700,1,No,No,14688.0,very hot,3.2,1.7
386,Tuesday,S001,Chk Burger,700,1,No,No,13923.0,very hot,3.2,1.7
387,Wednesday,S001,Chk Burger,700,1,No,No,15606.0,very hot,3.2,1.7
388,Thursday,S001,Chk Burger,700,1,No,No,15147.0,rainy,3.2,1.7
389,Friday,S001,Chk Burger,700,1,No,No,20961.0,hot,3.2,1.7
390,Saturday,S001,Chk Burger,700,1,No,No,22644.0,cold,3.2,1.7
391,Sunday,S001,Chk Burger,700,,No,No,19380.0,very hot,3.2,1.7
392,Monday,S001,Chk Burger,700,,No,No,16320.0,cold,3.2,1.7
393,Tuesday,S001,Chk Burger,700,,No,No,14960.0,hot,3.2,1.7
394,Wednesday,S001,Chk Burger,700,,No,No,15810.0,hot,3.2,1.7
395,Thursday,S001,Chk Burger,700,,No,No,17000.0,hot,3.2,1.7
396,Friday,S001,Chk Burger,700,,No,No,21590.0,hot,3.2,1.7
397,Saturday,S001,Chk Burger,700,,No,No,21080.0,hot,3.2,1.7
398,Sunday,S001,Chk Burger,700,,No,No,19380.0,rainy,3.2,1.7
399,Monday,S001,Chk Burger,700,,No,No,15130.0,hot,3.2,1.7
400,Tuesday,S001,Chk Burger,700,,No,No,15470.0,hot,3.2,1.7
401,Wednesday,S001,Chk Burger,700,,No,No,14960.0,very hot,3.2,1.7
402,Thursday,S001,Chk Burger,700,,No,No,16320.0,very hot,3.2,1.7
403,Friday,S001,Chk Burger,700,,No,No,22950.0,cold,3.2,1.7
404,Saturday,S001,Chk Burger,700,,No,No,20570.0,hot,3.2,1.7
405,Sunday,S001,Chk Burger,700,,No,No,20570.0,hot,3.2,1.7
406,Monday,S001,Chk Burger,700,,No,No,15470.0,cold,3.2,1.7
407,Tuesday,S001,Chk Burger,700,,No,No,15300.0,hot,3.2,1.7
408,Wednesday,S001,Chk Burger,700,,No,No,15980.0,hot,3.2,1.7
409,Thursday,S001,Chk Burger,700,,No,No,15810.0,very hot,3.2,1.7
410,Friday,S001,Chk Burger,700,,No,No,20910.0,very hot,3.2,1.7
411,Saturday,S001,Chk Burger,700,,No,No,20230.0,very hot,3.2,1.7
412,Sunday,S001,Chk Burger,700,,No,No,19720.0,very hot,3.2,1.7
413,Monday,S001,Chk Burger,700,,No,No,13770.0,very hot,3.2,1.7
414,Tuesday,S001,Chk Burger,700,,No,No,16320.0,cold,3.2,1.7
415,Wednesday,S001,Chk Burger,700,,No,No,15130.0,very hot,3.2,1.7
416,Thursday,S001,Chk Burger,700,,No,No,15470.0,very hot,3.2,1.7
417,Friday,S001,Chk Burger,700,,No,No,21250.0,hot,3.2,1.7
418,Saturday,S001,Chk Burger,700,,No,No,21250.0,hot,3.2,1.7
419,Sunday,S001,Chk Burger,700,,No,No,20570.0,hot,3.2,1.7
420,Monday,S001,Chk Burger,700,,No,No,13940.0,very hot,3.2,1.7
421,Tuesday,S001,Chk Burger,700,,No,No,14790.0,very hot,3.2,1.7
422,Wednesday,S001,Chk Burger,700,,No,No,16320.0,hot,3.2,1.7
423,Thursday,S001,Chk Burger,700,,No,No,17340.0,hot,3.2,1.7
424,Friday,S001,Chk Burger,700,,No,No,20230.0,very hot,3.2,1.7
425,Saturday,S001,Chk Burger,700,,No,No,21080.0,hot,3.2,1.7
426,Sunday,S001,Chk Burger,700,,No,No,19720.0,very hot,3.2,1.7
427,Monday,S001,Chk Burger,700,,No,No,16150.0,cold,3.2,1.7
428,Tuesday,S001,Chk Burger,700,,No,No,15130.0,hot,3.2,1.7
429,Wednesday,S001,Chk Burger,700,,No,No,14960.0,very hot,3.2,1.7
430,Thursday,S001,Chk Burger,700,,No,No,18020.0,cold,3.2,1.7
431,Friday,S001,Chk Burger,700,,No,No,21760.0,hot,3.2,1.7
432,Saturday,S001,Chk Burger,700,,No,No,21760.0,cold,3.2,1.7
433,Sunday,S001,Chk Burger,700,,No,No,20230.0,hot,3.2,1.7
434,Monday,S001,Chk Burger,700,,No,No,15980.0,cold,3.2,1.7
435,Tuesday,S001,Chk Burger,700,,No,No,15810.0,cold,3.2,1.7
436,Wednesday,S001,Chk Burger,700,,No,No,15640.0,very hot,3.2,1.7
437,Thursday,S001,Chk Burger,700,,No,No,16490.0,very hot,3.2,1.7
438,Friday,S001,Chk Burger,700,,No,No,21420.0,humid,3.2,1.7
439,Saturday,S001,Chk Burger,700,,No,No,21760.0,cold,3.2,1.7
440,Sunday,S001,Chk Burger,700,,No,No,21760.0,cold,3.2,1.7
441,Monday,S001,Chk Burger,700,,No,No,14960.0,hot,3.2,1.7
442,Tuesday,S001,Chk Burger,700,,No,No,14450.0,rainy,3.2,1.7
443,Wednesday,S001,Chk Burger,700,,No,No,15810.0,hot,3.2,1.7
444,Thursday,S001,Chk Burger,700,,No,No,17340.0,cold,3.2,1.7
445,Friday,S001,Chk Burger,700,,No,No,20740.0,very hot,3.2,1.7
446,Saturday,S001,Chk Burger,700,,No,No,21250.0,hot,3.2,1.7
447,Sunday,S001,Chk Burger,700,,No,No,20230.0,hot,3.2,1.7
448,Monday,S001,Chk Burger,700,,No,No,14790.0,very hot,3.2,1.7
449,Tuesday,S001,Chk Burger,700,,No,No,15810.0,cold,3.2,1.7
450,Wednesday,S001,Chk Burger,700,,No,No,14620.0,very hot,3.2,1.7
451,Thursday,S001,Chk Burger,700,,No,No,17850.0,cold,3.2,1.7
452,Friday,S001,Chk Burger,700,,No,No,22780.0,cold,3.2,1.7
453,Saturday,S001,Chk Burger,700,,No,No,21250.0,hot,3.2,1.7
454,Sunday,S001,Chk Burger,700,,No,No,21590.0,cold,3.2,1.7
455,Monday,S001,Chk Burger,700,,No,No,11900.0,very hot,3.2,1.7
456,Tuesday,S001,Chk Burger,700,,No,No,12920.0,cold,3.2,1.7
457,Wednesday,S001,Chk Burger,700,,No,No,13600.0,cold,3.2,1.7
458,Thursday,S001,Chk Burger,700,,No,No,13770.0,hot,3.2,1.7
459,Friday,S001,Chk Burger,700,,No,No,18530.0,cold,3.2,1.7
460,Saturday,S001,Chk Burger,700,,No,No,18530.0,cold,3.2,1.7
461,Sunday,S001,Chk Burger,700,,No,No,16830.0,hot,3.2,1.7
462,Monday,S001,Chk Burger,700,,No,No,12750.0,cold,3.2,1.7
463,Tuesday,S001,Chk Burger,700,,No,No,11560.0,very hot,3.2,1.7
464,Wednesday,S001,Chk Burger,700,,No,No,13430.0,hot,3.2,1.7
465,Thursday,S001,Chk Burger,700,,No,No,14110.0,hot,3.2,1.7
466,Friday,S001,Chk Burger,700,,No,No,18700.0,cold,3.2,1.7
467,Saturday,S001,Chk Burger,700,,No,No,18530.0,cold,3.2,1.7
468,Sunday,S001,Chk Burger,700,,No,No,18020.0,cold,3.2,1.7
469,Monday,S001,Chk Burger,700,,No,No,12920.0,cold,3.2,1.7
470,Tuesday,S001,Chk Burger,700,,No,No,13260.0,cold,3.2,1.7
471,Wednesday,S001,Chk Burger,700,,No,No,12750.0,rainy,,1.7
472,Thursday,S001,Chk Burger,700,,No,No,14110.0,cold,4.8,1.1
473,Friday,S001,Chk Burger,700,,No,No,17340.0,very hot,4.8,1.1
474,Saturday,S001,Chk Burger,700,,No,No,16150.0,very hot,4.8,1.1
475,Sunday,S001,Chk Burger,700,,No,No,17510.0,cold,4.8,1.1
476,Monday,S001,Chk Burger,700,,No,No,11900.0,very hot,4.8,1.1
477,Tuesday,S001,Chk Burger,700,,No,No,12410.0,hot,4.8,1.1
478,Wednesday,S001,Chk Burger,700,,No,No,12410.0,very hot,4.8,1.1
479,Thursday,S001,Chk Burger,700,,No,No,14620.0,cold,4.8,1.1
480,Friday,S001,Chk Burger,700,,No,No,16490.0,very hot,4.8,1.1
481,Saturday,S001,Chk Burger,700,,No,No,17170.0,hot,4.8,1.1
482,Sunday,S001,Chk Burger,700,,No,No,15980.0,very hot,4.8,1.1
483,Monday,S001,Chk Burger,700,,No,No,12240.0,hot,4.8,1.1
484,Tuesday,S001,Chk Burger,700,,No,No,12410.0,hot,4.8,1.1
485,Wednesday,S001,Chk Burger,700,,No,No,12920.0,hot,4.8,1.1
486,Thursday,S001,Chk Burger,700,,No,No,12750.0,very hot,4.8,1.1
487,Friday,S001,Chk Burger,700,,No,No,19040.0,cold,4.8,1.1
488,Saturday,S001,Chk Burger,700,,No,No,16150.0,very hot,4.8,1.1
489,Sunday,S001,Chk Burger,700,,No,No,17000.0,hot,4.8,1.1
490,Monday,S001,Chk Burger,700,,No,No,11900.0,hot,4.8,1.1
491,Tuesday,S001,Chk Burger,700,,No,No,12240.0,very hot,4.8,1.1
492,Wednesday,S001,Chk Burger,700,,No,No,13260.0,hot,4.8,1.1
493,Thursday,S001,Chk Burger,700,,No,No,14280.0,cold,4.8,1.1
494,Friday,S001,Chk Burger,700,,No,No,18700.0,cold,4.8,1.1
495,Saturday,S001,Chk Burger,700,,No,No,15980.0,very hot,4.8,1.1
496,Sunday,S001,Chk Burger,700,,No,No,17510.0,cold,4.8,1.1
497,Monday,S001,Chk Burger,700,,No,No,11560.0,very hot,4.8,1.1
498,Tuesday,S001,Chk Burger,700,,No,No,12070.0,very hot,4.8,1.1
499,Wednesday,S001,Chk Burger,700,,No,No,12920.0,hot,4.8,1.1
500,Thursday,S001,Chk Burger,700,,No,No,14110.0,cold,4.8,1.1
501,Friday,S001,Chk Burger,700,,No,No,16660.0,very hot,4.8,1.1
502,Saturday,S001,Chk Burger,700,,No,No,17510.0,hot,4.8,1.1
503,Sunday,S001,Chk Burger,700,,No,No,16660.0,very hot,4.8,1.1
504,Monday,S001,Chk Burger,700,,No,No,11560.0,very hot,4.8,1.1
505,Tuesday,S001,Chk Burger,700,,No,No,11730.0,very hot,4.8,1.1
506,Wednesday,S001,Chk Burger,700,,No,No,13090.0,hot,4.8,1.1
507,Thursday,S001,Chk Burger,700,,No,No,13600.0,humid,4.8,1.1
508,Friday,S001,Chk Burger,700,,No,No,16660.0,very hot,4.8,1.1
509,Saturday,S001,Chk Burger,700,,No,No,15980.0,very hot,4.8,1.1
510,Sunday,S001,Chk Burger,700,,No,No,15640.0,very hot,4.8,1.1
511,Monday,S001,Chk Burger,700,,No,No,12410.0,hot,4.8,1.1
512,,S001,Chk Burger,700,,No,No,13090.0,cold,4.8,1.1
513,Wednesday,S001,Chk Burger,700,,No,No,13770.0,cold,4.8,1.1
514,Thursday,S001,Chk Burger,700,,No,No,13770.0,cold,4.8,1.1
515,Friday,S001,Chk Burger,700,,No,No,17850.0,hot,4.8,1.1
516,Saturday,S001,Chk Burger,700,,No,No,16830.0,hot,4.8,1.1
517,Sunday,S001,Chk Burger,700,,No,No,21590.0,cold,4.8,1.1
518,Monday,S001,Chk Burger,700,,No,No,14620.0,very hot,4.8,1.1
519,Tuesday,S001,Chk Burger,700,,No,No,14450.0,very hot,4.8,1.1
520,Wednesday,S001,Chk Burger,700,,No,No,15130.0,very hot,4.8,1.1
521,Thursday,S001,Chk Burger,700,,No,No,15640.0,very hot,4.8,1.1
522,Friday,S001,Chk Burger,700,,No,No,22440.0,cold,4.8,1.1
523,Saturday,S001,Chk Burger,700,,No,No,19380.0,very hot,4.8,1.1
524,Sunday,S001,Chk Burger,700,,No,No,20910.0,hot,4.8,1.1
525,Monday,S001,Chk Burger,700,,No,No,15980.0,cold,4.8,1.1
526,Tuesday,S001,Chk Burger,700,,No,No,14450.0,very hot,4.8,1.1
527,Wednesday,S001,Chk Burger,700,,No,No,16150.0,humid,4.8,1.1
528,Thursday,S001,Chk Burger,700,,No,No,17510.0,hot,4.8,1.1
529,Friday,S001,Chk Burger,700,,No,No,20910.0,very hot,4.8,1.1
530,Saturday,S001,Chk Burger,700,,No,No,22610.0,cold,4.8,1.1
531,Sunday,S001,Chk Burger,700,,No,No,20910.0,hot,4.8,1.1
532,Monday,S001,Chk Burger,700,,No,No,15130.0,hot,4.8,1.1
533,Tuesday,S001,Chk Burger,700,,No,No,16490.0,cold,4.8,1.1
534,Wednesday,S001,Chk Burger,700,,No,No,16150.0,hot,4.8,1.1
535,Thursday,S001,Chk Burger,700,,No,No,16150.0,very hot,4.8,1.1
536,Friday,S001,Chk Burger,700,,No,No,22440.0,hot,4.8,1.1
537,Saturday,S001,Chk Burger,700,,No,No,20230.0,very hot,4.8,1.1
538,Sunday,S001,Chk Burger,700,,No,No,20230.0,hot,4.8,1.1
539,Monday,S001,Chk Burger,700,,No,No,16320.0,cold,4.8,1.1
540,Tuesday,S001,Chk Burger,700,,No,No,14620.0,very hot,4.8,1.1
541,Wednesday,S001,Chk Burger,700,,No,No,16320.0,cold,4.8,1.1
542,Thursday,S001,Chk Burger,700,,No,No,15810.0,very hot,4.8,1.1
543,Friday,S001,Chk Burger,700,,No,No,21080.0,humid,4.8,1.1
544,Saturday,S001,Chk Burger,700,,No,No,21420.0,hot,4.8,1.1
545,Sunday,S001,Chk Burger,700,,No,No,21760.0,hot,4.8,1.1
546,Monday,S001,Chk Burger,700,,No,No,15470.0,very hot,4.8,1.1
547,Tuesday,S001,Chk Burger,700,,No,No,17340.0,cold,4.8,1.1
548,Wednesday,S001,Chk Burger,700,,No,No,16150.0,hot,4.8,1.1
549,Thursday,S001,Chk Burger,700,,No,No,17170.0,hot,4.8,1.1
550,Friday,S001,Chk Burger,700,,No,No,21760.0,very hot,4.8,1.1
551,Saturday,S001,Chk Burger,700,,No,No,23800.0,cold,4.8,1.1
552,Sunday,S001,Chk Burger,700,,No,No,21250.0,hot,4.8,1.1
553,Monday,S001,Chk Burger,700,,No,No,15810.0,hot,4.8,1.1
554,Tuesday,S001,Chk Burger,700,,No,No,16320.0,hot,4.8,1.1
555,Wednesday,S001,Chk Burger,700,,No,No,16320.0,humid,4.8,1.1
556,Thursday,S001,Chk Burger,700,,No,No,17680.0,very hot,4.8,1.1
557,Friday,S001,Chk Burger,700,,No,No,22440.0,very hot,4.8,1.1
558,Saturday,S001,Chk Burger,700,,No,No,23970.0,cold,4.8,1.1
559,Sunday,S001,Chk Burger,700,,No,No,21080.0,rainy,4.8,1.1
560,Monday,S001,Chk Burger,700,,No,No,15980.0,hot,4.8,1.1
561,Tuesday,S001,Chk Burger,700,,No,No,15640.0,rainy,4.8,1.1
562,Wednesday,S001,Chk Burger,700,,No,No,15980.0,very hot,4.8,1.1
563,Thursday,S001,Chk Burger,700,,No,No,16320.0,very hot,7.0,1.0
564,Friday,S001,Chk Burger,700,,No,No,24310.0,cold,7.0,1.0
565,Saturday,S001,Chk Burger,700,,No,No,22100.0,hot,7.0,1.0
566,Sunday,S001,Chk Burger,700,,No,No,21760.0,hot,7.0,1.0
567,Monday,S001,Chk Burger,700,,No,No,16830.0,cold,7.0,1.0
568,Tuesday,S001,Chk Burger,700,,No,No,16150.0,hot,7.0,1.0
569,Wednesday,S001,Chk Burger,700,,No,No,15640.0,rainy,7.0,1.0
570,Thursday,S001,Chk Burger,700,,No,No,18870.0,cold,7.0,1.0
571,Friday,S001,Chk Burger,700,,No,No,23120.0,hot,7.0,1.0
572,Saturday,S001,Chk Burger,700,,No,No,21250.0,very hot,7.0,1.0
573,Sunday,S001,Chk Burger,700,,No,No,21760.0,hot,7.0,1.0
574,Monday,S001,Chk Burger,700,,No,No,15640.0,very hot,7.0,1.0
575,Tuesday,S001,Chk Burger,700,,No,No,15980.0,hot,7.0,1.0
576,Wednesday,S001,Chk Burger,700,,No,No,17850.0,cold,7.0,1.0
577,Thursday,S001,Chk Burger,700,,No,No,17510.0,hot,7.0,1.0
578,Friday,S001,Chk Burger,700,Disc,No,No,21573.0,very cold,7.0,1.0
579,Saturday,S001,Chk Burger,700,Disc,No,No,22338.0,hot,7.0,1.0
580,Sunday,S001,Chk Burger,700,Disc,No,No,20349.0,very hot,7.0,1.0
581,Monday,S001,Chk Burger,700,Disc,No,No,16218.0,cold,7.0,1.0
582,Tuesday,S001,Chk Burger,700,Disc,No,No,16371.0,hot,7.0,1.0
583,Wednesday,S001,Chk Burger,700,Disc,No,No,16983.0,cold,7.0,1.0
584,Thursday,S001,Chk Burger,700,Disc,No,No,17442.0,very hot,7.0,1.0
585,Friday,S001,Chk Burger,700,Disc,No,No,22032.0,hot,7.0,1.0
586,Saturday,S001,Chk Burger,700,Disc,No,No,19890.0,very hot,7.0,1.0
587,Sunday,S001,Chk Burger,700,Disc,No,No,19890.0,very hot,7.0,1.0
588,Monday,S001,Chk Burger,700,Disc,No,No,16677.0,cold,7.0,1.0
589,Tuesday,S001,Chk Burger,700,Disc,No,No,15300.0,very hot,7.0,1.0
590,Wednesday,S001,Chk Burger,700,Disc,No,No,15912.0,very hot,7.0,1.0
591,Thursday,S001,Chk Burger,700,Disc,No,No,18972.0,cold,7.0,1.0
592,Friday,S001,Chk Burger,700,Disc,No,No,24174.0,cold,7.0,1.0
593,Saturday,S001,Chk Burger,700,Disc,No,No,23103.0,cold,7.0,1.0
594,Sunday,S001,Chk Burger,700,,No,No,20570.0,very hot,7.0,1.0
595,Monday,S001,Chk Burger,700,,No,No,17000.0,cold,7.0,1.0
596,Tuesday,S001,Chk Burger,700,,No,No,15980.0,hot,7.0,1.0
597,Wednesday,S001,Chk Burger,700,,No,No,16320.0,hot,7.0,1.0
598,Thursday,S001,Chk Burger,700,,No,No,16150.0,very hot,7.0,1.0
599,Friday,S001,Chk Burger,700,,No,No,23120.0,hot,7.0,1.0
600,Saturday,S001,Chk Burger,700,,No,No,21250.0,rainy,7.0,1.0
601,Sunday,S001,Chk Burger,700,,No,No,21760.0,hot,7.0,1.0
602,Monday,S001,Chk Burger,700,,No,No,14960.0,very hot,7.0,1.0
603,Tuesday,S001,Chk Burger,700,,No,No,15300.0,very hot,7.0,1.0
604,Wednesday,S001,Chk Burger,700,,No,No,15810.0,very hot,7.0,1.0
605,Thursday,S001,Chk Burger,700,,No,No,17850.0,hot,7.0,1.0
606,Friday,S001,Chk Burger,700,,No,No,20060.0,very hot,7.0,1.0
607,Saturday,S001,Chk Burger,700,,No,No,20060.0,very hot,7.0,1.0
608,Sunday,S001,Chk Burger,700,,No,No,19720.0,rainy,7.0,1.0
609,Monday,S001,Chk Burger,700,,No,No,15130.0,humid,7.0,1.0
610,Tuesday,S001,Chk Burger,700,,No,No,14960.0,hot,7.0,1.0
611,Wednesday,S001,Chk Burger,700,,No,No,15130.0,very hot,7.0,1.0
612,Thursday,S001,Chk Burger,700,,No,No,16150.0,hot,7.0,1.0
613,Friday,S001,Chk Burger,700,,No,No,20230.0,very hot,7.0,1.0
614,Saturday,S001,Chk Burger,700,,No,No,19550.0,very hot,7.0,1.0
615,Sunday,S001,Chk Burger,700,,No,No,20060.0,hot,7.0,1.0
616,Monday,S001,Chk Burger,700,,No,No,14450.0,very hot,7.0,1.0
617,Tuesday,S001,Chk Burger,700,,No,No,16150.0,cold,7.0,1.0
618,Wednesday,S001,Chk Burger,700,,No,No,15300.0,very hot,7.0,1.0
619,Thursday,S001,Chk Burger,700,,No,No,15640.0,very hot,7.0,1.0
620,Friday,S001,Chk Burger,700,,No,No,22950.0,cold,7.0,1.0
621,Saturday,S001,Chk Burger,700,,No,No,21250.0,hot,7.0,1.0
622,Sunday,S001,Chk Burger,700,,No,No,21420.0,cold,7.0,1.0
623,Monday,S001,Chk Burger,700,,No,No,15300.0,hot,7.0,1.0
624,Tuesday,S001,Chk Burger,700,,No,No,14280.0,very hot,7.0,1.0
625,Wednesday,S001,Chk Burger,700,,No,No,16490.0,cold,7.0,1.0
626,Thursday,S001,Chk Burger,700,,No,No,16150.0,very hot,7.0,1.0
627,Friday,S001,Chk Burger,700,,No,No,19550.0,very hot,7.0,1.0
628,Saturday,S001,Chk Burger,700,,No,No,20910.0,hot,7.0,1.0
629,Sunday,S001,Chk Burger,700,,No,No,21420.0,cold,7.0,1.0
630,Monday,S001,Chk Burger,700,,No,No,14960.0,humid,7.0,1.0
631,Tuesday,S001,Chk Burger,700,,No,No,15300.0,hot,7.0,1.0
632,Wednesday,S001,Chk Burger,700,,No,No,16320.0,hot,7.0,1.0
633,Thursday,S001,Chk Burger,700,,No,No,15640.0,very hot,7.0,1.0
634,Friday,S001,Chk Burger,700,,No,No,20230.0,very hot,7.0,1.0
635,Saturday,S001,Chk Burger,700,,No,No,20060.0,very hot,7.0,1.0
636,Sunday,S001,Chk Burger,700,,No,No,20400.0,hot,7.0,1.0
637,Monday,S001,Chk Burger,700,,No,No,15130.0,humid,7.0,1.0
638,Tuesday,S001,Chk Burger,700,,No,No,15130.0,hot,7.0,1.0
639,Wednesday,S001,Chk Burger,700,,No,No,15980.0,hot,7.0,1.0
640,Thursday,S001,Chk Burger,700,,No,No,15810.0,very hot,7.0,1.0
641,Friday,S001,Chk Burger,700,,No,No,20570.0,very hot,7.0,1.0
642,Saturday,S001,Chk Burger,700,,No,No,19720.0,very hot,7.0,1.0
643,Sunday,S001,Chk Burger,700,,No,No,18700.0,very hot,7.0,1.0
644,Monday,S001,Chk Burger,700,,No,No,15640.0,cold,7.0,1.0
645,Tuesday,S001,Chk Burger,700,,No,No,14960.0,humid,7.0,1.0
646,Wednesday,S001,Chk Burger,700,,No,No,15300.0,very hot,7.0,1.0
647,Thursday,S001,Chk Burger,700,,No,No,17340.0,cold,7.0,1.0
648,Friday,S001,Chk Burger,700,,No,No,19890.0,very hot,7.0,1.0
649,Saturday,S001,Chk Burger,700,,No,No,19210.0,very hot,7.0,1.0
650,Sunday,S001,Chk Burger,700,,No,No,20570.0,hot,7.0,1.0
651,Monday,S001,Chk Burger,700,,No,No,15470.0,hot,5.5,1.1
652,Tuesday,S001,Chk Burger,700,,No,No,14790.0,very hot,5.5,1.1
653,Wednesday,S001,Chk Burger,700,,No,No,17000.0,cold,5.5,1.1
654,Thursday,S001,Chk Burger,700,,No,No,17850.0,cold,5.5,1.1
655,Friday,S001,Chk Burger,700,,No,No,20230.0,very hot,5.5,1.1
656,Saturday,S001,Chk Burger,700,,No,No,20400.0,rainy,5.5,1.1
657,Sunday,S001,Chk Burger,700,,No,No,20060.0,very cold,5.5,1.1
658,Monday,S001,Chk Burger,700,,No,No,14620.0,very hot,5.5,1.1
659,Tuesday,S001,Chk Burger,700,,No,No,16320.0,cold,5.5,1.1
660,Wednesday,S001,Chk Burger,700,,No,No,16830.0,cold,5.5,1.1
661,Thursday,S001,Chk Burger,700,,No,No,18020.0,cold,5.5,1.1
662,Friday,S001,Chk Burger,700,,No,No,19890.0,very hot,5.5,1.1
663,Saturday,S001,Chk Burger,700,,No,No,20740.0,hot,5.5,1.1
664,Sunday,S001,Chk Burger,700,,No,No,20060.0,hot,5.5,1.1
665,Monday,S001,Chk Burger,700,,No,No,16490.0,cold,5.5,1.1
666,Tuesday,S001,Chk Burger,700,,No,No,15300.0,hot,5.5,1.1
667,Wednesday,S001,Chk Burger,700,,No,No,16830.0,cold,5.5,1.1
668,Thursday,S001,Chk Burger,700,,No,No,20060.0,cold,5.5,1.1
669,Friday,S001,Chk Burger,700,,No,No,18190.0,hot,5.5,1.1
670,Saturday,S001,Chk Burger,700,,No,No,20230.0,hot,5.5,1.1
671,Sunday,S001,Chk Burger,700,,No,No,20570.0,hot,5.5,1.1
672,Monday,S001,Chk Burger,700,,No,No,15980.0,cold,5.5,1.1
673,Tuesday,S001,Chk Burger,700,,No,No,14960.0,hot,5.5,1.1
674,Wednesday,S001,Chk Burger,700,,No,No,15640.0,hot,5.5,1.1
675,Thursday,S001,Chk Burger,700,,No,No,16320.0,rainy,5.5,1.1
676,Friday,S001,Chk Burger,700,,No,No,20740.0,very hot,5.5,1.1
677,Saturday,S001,Chk Burger,700,,No,No,19720.0,very hot,5.5,1.1
678,Sunday,S001,Chk Burger,700,,No,No,20570.0,hot,5.5,1.1
679,Monday,S001,Chk Burger,700,,No,No,13940.0,very hot,5.5,1.1
680,Tuesday,S001,Chk Burger,700,,No,No,14960.0,hot,5.5,1.1
681,Wednesday,S001,Chk Burger,700,,No,No,16150.0,hot,5.5,1.1
682,Thursday,S001,Chk Burger,700,,No,No,17000.0,hot,5.5,1.1
